Trainer_ID,UptoDate,Name,Total_races,Wins,Percentage_wins,Placed,Percentage_placed,Flat_AW_races,Flat_AW_wins,Flat_AW_rate,Flat_AW_placed,Flat_AW_placed_rate,Flat_Turf_races,Flat_Turf_wins,Flat_Turf_rate,Flat_Turf_placed,Flat_Turf_placed_rate,Chase_races,Chase_wins,Chase_rate,Chase_placed,Chase_placed_rate,Hurdle_races,Hurdle_wins,Hurdle_rate,Hurdle_placed,Hurdle_placed_rate
3409,2025-08-25,M Ainsworth,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3410,2025-08-25,N McCluskey,214,5,2.34%,34,15.89%,4,0,0%,0,0%,21,0,0%,2,9.52%,35,0,0%,5,14.29%,154,5,3.25%,27,17.53%
3411,2025-08-25,J Marshall,2,0,0%,2,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,2,100.00%,0,0,0%,0,0%
3412,2025-08-25,C Robson,4,0,0%,2,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,2,50.00%,0,0,0%,0,0%
3413,2025-08-25,Mrs Claire Wonnacott,1,1,100.00%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,1,100.00%,0,0%,0,0,0%,0,0%
3414,2025-08-25,M J Linehan,4,0,0%,3,75.00%,0,0,0%,0,0%,2,0,0%,2,100.00%,2,0,0%,1,50.00%,0,0,0%,0,0%
3415,2025-08-25,Miss Lucy Brown,7,0,0%,1,14.29%,0,0,0%,0,0%,1,0,0%,0,0%,6,0,0%,1,16.67%,0,0,0%,0,0%
3416,2025-08-25,Daniele Camuffo,7,0,0%,3,42.86%,0,0,0%,0,0%,7,0,0%,3,42.86%,0,0,0%,0,0%,0,0,0%,0,0%
3417,2025-08-25,Terence Leonard,18,0,0%,5,27.78%,0,0,0%,0,0%,4,0,0%,1,25.00%,14,0,0%,4,28.57%,0,0,0%,0,0%
3418,2025-08-25,Miss C Walton,4,0,0%,1,25.00%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,1,25.00%,0,0,0%,0,0%
3419,2025-08-25,Alexander Gibbons,27,0,0%,4,14.81%,0,0,0%,0,0%,1,0,0%,0,0%,5,0,0%,1,20.00%,21,0,0%,3,14.29%
3420,2025-08-25,T Faulkner,157,13,8.28%,20,12.74%,81,12,14.81%,7,8.64%,56,1,1.79%,11,19.64%,5,0,0%,2,40.00%,15,0,0%,0,0%
3421,2025-08-25,Richard A Foley,62,2,3.23%,15,24.19%,1,0,0%,0,0%,19,1,5.26%,1,5.26%,1,0,0%,0,0%,41,1,2.44%,14,34.15%
3422,2025-08-25,Alan Donoghue,110,1,0.91%,16,14.55%,0,0,0%,0,0%,12,0,0%,5,41.67%,0,0,0%,0,0%,98,1,1.02%,11,11.22%
3423,2025-08-25,Mary E Doyle,96,5,5.21%,26,27.08%,1,0,0%,0,0%,39,1,2.56%,8,20.51%,8,0,0%,5,62.50%,48,4,8.33%,13,27.08%
3424,2025-08-25,David Nolan,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3425,2025-08-25,Kieran Roche,8,0,0%,2,25.00%,0,0,0%,0,0%,8,0,0%,2,25.00%,0,0,0%,0,0%,0,0,0%,0,0%
3426,2025-08-25,Matthew Flynn O'Connor,15,1,6.67%,8,53.33%,0,0,0%,0,0%,15,1,6.67%,8,53.33%,0,0,0%,0,0%,0,0,0%,0,0%
3427,2025-08-25,Virginia Considine,5,0,0%,2,40.00%,0,0,0%,0,0%,5,0,0%,2,40.00%,0,0,0%,0,0%,0,0,0%,0,0%
3428,2025-08-25,Geoff Power,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3429,2025-08-25,Sean F Gallagher,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3430,2025-08-25,John G Cummins,4,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3431,2025-08-25,Gary Carson,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3432,2025-08-25,Jonathan Hagan,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3433,2025-08-25,John Edward Walsh,3,1,33.33%,0,0%,0,0,0%,0,0%,3,1,33.33%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3434,2025-08-25,Brian Mortell,74,1,1.35%,10,13.51%,0,0,0%,0,0%,11,0,0%,0,0%,51,1,1.96%,10,19.61%,12,0,0%,0,0%
3435,2025-08-25,M Hoskins,5,1,20.00%,2,40.00%,0,0,0%,0,0%,0,0,0%,0,0%,5,1,20.00%,2,40.00%,0,0,0%,0,0%
3436,2025-08-25,N McLean,3,1,33.33%,2,66.67%,0,0,0%,0,0%,0,0,0%,0,0%,3,1,33.33%,2,66.67%,0,0,0%,0,0%
3437,2025-08-25,Kim Tripp,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,1,100.00%,0,0,0%,0,0%
3438,2025-08-25,Robert Hawker,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3439,2025-08-25,Mrs Faye Messenger,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3440,2025-08-25,T R David,3,1,33.33%,1,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,3,1,33.33%,1,33.33%,0,0,0%,0,0%
3441,2025-08-25,Mrs K Bewley,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3452,2025-08-25,Camilla Poulton,217,11,5.07%,37,17.05%,101,7,6.93%,18,17.82%,63,2,3.17%,8,12.70%,0,0,0%,0,0%,53,2,3.77%,11,20.75%
3453,2025-08-25,Brian F McCarthy,3,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
3454,2025-08-25,D J Jeffreys,735,61,8.30%,177,24.08%,28,1,3.57%,4,14.29%,71,5,7.04%,16,22.54%,151,20,13.25%,36,23.84%,485,35,7.22%,121,24.95%
3455,2025-08-25,Brooke Gardener-wollen,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,1,100.00%,0,0,0%,0,0%
3456,2025-08-25,Noel R Wilson,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3457,2025-08-25,N B Thomson,3,1,33.33%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,1,33.33%,0,0%,0,0,0%,0,0%
3458,2025-08-25,Louise Cabble,7,0,0%,3,42.86%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,6,0,0%,3,50.00%
3459,2025-08-25,Toby Edmonds,2,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3460,2025-08-25,James Latham,7,1,14.29%,1,14.29%,0,0,0%,0,0%,0,0,0%,0,0%,7,1,14.29%,1,14.29%,0,0,0%,0,0%
3461,2025-08-25,Miss C E Dean,3,0,0%,2,66.67%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,2,66.67%,0,0,0%,0,0%
3462,2025-08-25,Mrs H Mahon,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
3463,2025-08-25,Paul Broughton,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3464,2025-08-25,Lucinda Ticehurst,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
3465,2025-08-25,D White,1,0,0%,1,100.00%,0,0,0%,0,0%,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%
3466,2025-08-25,Jazmin Hosgood,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3467,2025-08-25,Joseph Orseno,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3468,2025-08-25,Michael Pitman,2,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3469,2025-08-25,M Hashida,6,1,16.67%,2,33.33%,0,0,0%,0,0%,6,1,16.67%,2,33.33%,0,0,0%,0,0%,0,0,0%,0,0%
3470,2025-08-25,P&f Monfort,1,0,0%,1,100.00%,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3471,2025-08-25,V Luka jr,1,0,0%,1,100.00%,0,0,0%,0,0%,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%
3472,2025-08-25,Miss Miss J Ellis,7,0,0%,0,0%,0,0,0%,0,0%,7,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3473,2025-08-25,G Hernon,6,0,0%,2,33.33%,2,0,0%,1,50.00%,4,0,0%,1,25.00%,0,0,0%,0,0%,0,0,0%,0,0%
3474,2025-08-25,Leanne Breen,312,15,4.81%,55,17.63%,160,9,5.63%,25,15.63%,145,6,4.14%,30,20.69%,0,0,0%,0,0%,7,0,0%,0,0%
3475,2025-08-25,Paul Traynor,250,15,6.00%,41,16.40%,27,0,0%,2,7.41%,95,7,7.37%,18,18.95%,25,2,8.00%,7,28.00%,103,6,5.83%,14,13.59%
3476,2025-08-25,Jason Ward,144,4,2.78%,29,20.14%,57,1,1.75%,9,15.79%,87,3,3.45%,20,22.99%,0,0,0%,0,0%,0,0,0%,0,0%
3477,2025-08-25,Barry J Fitzgerald,327,32,9.79%,60,18.35%,42,7,16.67%,5,11.90%,167,18,10.78%,27,16.17%,3,0,0%,1,33.33%,115,7,6.09%,27,23.48%
3478,2025-08-25,George Boughey,2156,356,16.51%,755,35.02%,1140,186,16.32%,420,36.84%,1010,169,16.73%,334,33.07%,3,1,33.33%,1,33.33%,3,0,0%,0,0%
3479,2025-08-25,John Hassett,12,1,8.33%,2,16.67%,9,1,11.11%,1,11.11%,3,0,0%,1,33.33%,0,0,0%,0,0%,0,0,0%,0,0%
3480,2025-08-25,Y Tomomichi,2,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3481,2025-08-25,Nina Lensvik,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3482,2025-08-25,Sir M Todd,221,30,13.57%,78,35.29%,110,18,16.36%,36,32.73%,106,12,11.32%,41,38.68%,0,0,0%,0,0%,5,0,0%,1,20.00%
3483,2025-08-25,Chelsea Banham,612,49,8.01%,183,29.90%,501,42,8.38%,159,31.74%,110,7,6.36%,24,21.82%,0,0,0%,0,0%,1,0,0%,0,0%
3484,2025-08-25,William Bethell,75,7,9.33%,28,37.33%,21,3,14.29%,7,33.33%,22,3,13.64%,7,31.82%,20,1,5.00%,7,35.00%,12,0,0%,7,58.33%
3485,2025-08-25,Sir Mark Todd,61,3,4.92%,22,36.07%,41,2,4.88%,17,41.46%,20,1,5.00%,5,25.00%,0,0,0%,0,0%,0,0,0%,0,0%
3486,2025-08-25,Debbie Hughes,47,0,0%,5,10.64%,21,0,0%,3,14.29%,26,0,0%,2,7.69%,0,0,0%,0,0%,0,0,0%,0,0%
3487,2025-08-25,Tom Ward,805,83,10.31%,297,36.89%,438,47,10.73%,174,39.73%,363,36,9.92%,121,33.33%,0,0,0%,0,0%,4,0,0%,2,50.00%
3488,2025-08-25,Robert Widger,101,11,10.89%,19,18.81%,3,0,0%,0,0%,4,1,25.00%,1,25.00%,17,5,29.41%,5,29.41%,77,5,6.49%,13,16.88%
3489,2025-08-25,Paula Smith,97,3,3.09%,17,17.53%,4,0,0%,0,0%,3,0,0%,0,0%,31,2,6.45%,9,29.03%,59,1,1.69%,8,13.56%
3490,2025-08-25,Patrick Owens,269,23,8.55%,76,28.25%,58,2,3.45%,13,22.41%,211,21,9.95%,63,29.86%,0,0,0%,0,0%,0,0,0%,0,0%
3491,2025-08-25,P Hennessy,33,5,15.15%,5,15.15%,0,0,0%,0,0%,6,0,0%,0,0%,2,0,0%,0,0%,25,5,20.00%,5,20.00%
3492,2025-08-25,T Lawes,385,54,14.03%,122,31.69%,14,2,14.29%,3,21.43%,39,7,17.95%,8,20.51%,117,21,17.95%,35,29.91%,215,24,11.16%,76,35.35%
3493,2025-08-25,Tjade Collier,225,18,8.00%,60,26.67%,41,5,12.20%,9,21.95%,65,3,4.62%,13,20.00%,35,6,17.14%,14,40.00%,84,4,4.76%,24,28.57%
3494,2025-08-25,Oliver Signy,236,29,12.29%,61,25.85%,14,0,0%,3,21.43%,41,4,9.76%,15,36.59%,36,11,30.56%,5,13.89%,145,14,9.66%,38,26.21%
3495,2025-08-25,James Ferguson,701,96,13.69%,262,37.38%,343,58,16.91%,139,40.52%,358,38,10.61%,123,34.36%,0,0,0%,0,0%,0,0,0%,0,0%
3496,2025-08-25,Simon Pearce,535,55,10.28%,133,24.86%,336,46,13.69%,91,27.08%,165,7,4.24%,33,20.00%,2,0,0%,1,50.00%,32,2,6.25%,8,25.00%
3497,2025-08-25,Declan Wall,32,0,0%,5,15.63%,14,0,0%,0,0%,9,0,0%,3,33.33%,0,0,0%,0,0%,9,0,0%,2,22.22%
3498,2025-08-25,A Adeline De Boisbrunet,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3499,2025-08-25,Conor O'Keeffe,37,0,0%,6,16.22%,0,0,0%,0,0%,11,0,0%,2,18.18%,0,0,0%,0,0%,26,0,0%,4,15.38%
3500,2025-08-25,C & D Eustace,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%
3501,2025-08-25,Niall Egan,60,4,6.67%,15,25.00%,20,1,5.00%,6,30.00%,40,3,7.50%,9,22.50%,0,0,0%,0,0%,0,0,0%,0,0%
3502,2025-08-25,Aidan Fitzgerald,14,0,0%,6,42.86%,0,0,0%,0,0%,11,0,0%,6,54.55%,3,0,0%,0,0%,0,0,0%,0,0%
3503,2025-08-25,Donnacha O'Brien,809,107,13.23%,299,36.96%,89,17,19.10%,33,37.08%,720,90,12.50%,266,36.94%,0,0,0%,0,0%,0,0,0%,0,0%
3504,2025-08-25,J W Stevenson,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
3505,2025-08-25,Rodney Arthur,5,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,5,0,0%,0,0%,0,0,0%,0,0%
3506,2025-08-25,Patrick Magee,326,18,5.52%,55,16.87%,23,1,4.35%,4,17.39%,220,12,5.45%,33,15.00%,4,0,0%,1,25.00%,78,5,6.41%,17,21.79%
3507,2025-08-25,Les Eyre,1,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3508,2025-08-25,S W Byrne,2,0,0%,1,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,1,50.00%,0,0,0%,0,0%
3509,2025-08-25,J W Furness,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3510,2025-08-25,Mrs O'neill,6,0,0%,2,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,6,0,0%,2,33.33%,0,0,0%,0,0%
3511,2025-08-25,Y Mathijs,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3512,2025-08-25,Mark Palmer,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3513,2025-08-25,J Ibbott,3,1,33.33%,2,66.67%,0,0,0%,0,0%,0,0,0%,0,0%,3,1,33.33%,2,66.67%,0,0,0%,0,0%
3514,2025-08-25,J Merienne,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,1,100.00%
3515,2025-08-25,A Marcialis,1,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3516,2025-08-25,Cian M Collins,256,18,7.03%,45,17.58%,15,1,6.67%,2,13.33%,32,3,9.38%,7,21.88%,69,2,2.90%,19,27.54%,140,12,8.57%,17,12.14%
3517,2025-08-25,Peter Cribbin,3,0,0%,1,33.33%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3518,2025-08-25,Barry K Walsh,2,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3519,2025-08-25,Michael Maguire,11,0,0%,1,9.09%,0,0,0%,0,0%,1,0,0%,1,100.00%,1,0,0%,0,0%,9,0,0%,0,0%
3520,2025-08-25,Mrs C Williams,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,1,100.00%,0,0,0%,0,0%
3521,2025-08-25,Miss Emma Richards,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3522,2025-08-25,Joseph Parr,679,78,11.49%,239,35.20%,386,44,11.40%,134,34.72%,286,34,11.89%,103,36.01%,2,0,0%,1,50.00%,5,0,0%,1,20.00%
3523,2025-08-25,Ms Katherine Davis,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,1,100.00%,0,0,0%,0,0%
3524,2025-08-25,O J Pimlott,5,1,20.00%,2,40.00%,0,0,0%,0,0%,0,0,0%,0,0%,5,1,20.00%,2,40.00%,0,0,0%,0,0%
3525,2025-08-25,P D Robson,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3526,2025-08-25,Terry Kent,406,51,12.56%,102,25.12%,190,28,14.74%,59,31.05%,216,23,10.65%,43,19.91%,0,0,0%,0,0%,0,0,0%,0,0%
3527,2025-08-25,L J Morgan,755,110,14.57%,214,28.34%,33,0,0%,9,27.27%,76,11,14.47%,27,35.53%,314,67,21.34%,91,28.98%,332,32,9.64%,87,26.20%
3528,2025-08-25,Maxwell Young,328,14,4.27%,54,16.46%,29,1,3.45%,1,3.45%,17,1,5.88%,3,17.65%,96,3,3.13%,21,21.88%,186,9,4.84%,29,15.59%
3529,2025-08-25,Kevin Michael Smith,190,8,4.21%,39,20.53%,51,4,7.84%,8,15.69%,81,2,2.47%,18,22.22%,3,0,0%,0,0%,55,2,3.64%,13,23.64%
3530,2025-08-25,Barry Connell,277,47,16.97%,74,26.71%,8,0,0%,1,12.50%,33,9,27.27%,10,30.30%,77,13,16.88%,13,16.88%,159,25,15.72%,50,31.45%
3531,2025-08-25,Sylvester Kirk,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3532,2025-08-25,Ryan Potter,442,39,8.82%,123,27.83%,28,0,0%,6,21.43%,23,0,0%,6,26.09%,143,19,13.29%,54,37.76%,248,20,8.06%,57,22.98%
3533,2025-08-25,P&J Brandt,2,0,0%,0,0%,1,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
3534,2025-08-25,Craig O'Neill,48,5,10.42%,6,12.50%,19,3,15.79%,3,15.79%,29,2,6.90%,3,10.34%,0,0,0%,0,0%,0,0,0%,0,0%
3535,2025-08-25,Liam G O'brien,130,9,6.92%,12,9.23%,10,0,0%,1,10.00%,38,0,0%,2,5.26%,9,2,22.22%,2,22.22%,73,7,9.59%,7,9.59%
3536,2025-08-25,Adam Robson,17,1,5.88%,4,23.53%,0,0,0%,0,0%,1,0,0%,0,0%,4,1,25.00%,1,25.00%,12,0,0%,3,25.00%
3537,2025-08-25,Hilal Kobeissi,148,10,6.76%,42,28.38%,76,4,5.26%,22,28.95%,72,6,8.33%,20,27.78%,0,0,0%,0,0%,0,0,0%,0,0%
3538,2025-08-25,Richard Daniels,43,2,4.65%,11,25.58%,0,0,0%,0,0%,1,0,0%,0,0%,9,1,11.11%,3,33.33%,33,1,3.03%,8,24.24%
3539,2025-08-25,Daniel Brooke,2,0,0%,1,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,1,50.00%
3540,2025-08-25,Charles & Pogson,298,34,11.41%,90,30.20%,5,0,0%,1,20.00%,12,0,0%,0,0%,128,21,16.41%,40,31.25%,153,13,8.50%,49,32.03%
3541,2025-08-25,Danny Brooke,30,1,3.33%,7,23.33%,13,1,7.69%,2,15.38%,1,0,0%,1,100.00%,3,0,0%,0,0%,13,0,0%,4,30.77%
3542,2025-08-25,Liam Treacy,12,0,0%,1,8.33%,2,0,0%,0,0%,5,0,0%,1,20.00%,0,0,0%,0,0%,5,0,0%,0,0%
3543,2025-08-25,Jayne Hearne,58,3,5.17%,10,17.24%,0,0,0%,0,0%,9,0,0%,3,33.33%,1,1,100.00%,0,0%,48,2,4.17%,7,14.58%
3544,2025-08-25,Louise G Lyons,189,12,6.35%,41,21.69%,3,0,0%,0,0%,24,1,4.17%,4,16.67%,51,6,11.76%,17,33.33%,111,5,4.50%,20,18.02%
3545,2025-08-25,Jessica Macey,790,69,8.73%,233,29.49%,458,44,9.61%,137,29.91%,332,25,7.53%,96,28.92%,0,0,0%,0,0%,0,0,0%,0,0%
3546,2025-08-25,Chris Mcsharry,37,0,0%,19,51.35%,5,0,0%,2,40.00%,10,0,0%,7,70.00%,1,0,0%,1,100.00%,21,0,0%,9,42.86%
3547,2025-08-25,Gerard Lawless,4,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
3548,2025-08-25,R R Evans,2,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%
3549,2025-08-25,Peter Lawlor,107,12,11.21%,21,19.63%,34,5,14.71%,7,20.59%,69,7,10.14%,13,18.84%,0,0,0%,0,0%,4,0,0%,1,25.00%
3550,2025-08-25,Kevin Philippart De Foy,1033,153,14.81%,370,35.82%,558,88,15.77%,212,37.99%,474,65,13.71%,157,33.12%,1,0,0%,1,100.00%,0,0,0%,0,0%
3551,2025-08-25,Sarah Bowen,16,0,0%,2,12.50%,0,0,0%,0,0%,0,0,0%,0,0%,5,0,0%,2,40.00%,11,0,0%,0,0%
3552,2025-08-25,Toby Bulgin,68,8,11.76%,19,27.94%,3,0,0%,1,33.33%,21,3,14.29%,2,9.52%,19,3,15.79%,6,31.58%,25,2,8.00%,10,40.00%
3553,2025-08-25,Adam Nicol,156,14,8.97%,49,31.41%,42,5,11.90%,13,30.95%,41,8,19.51%,12,29.27%,13,0,0%,5,38.46%,60,1,1.67%,19,31.67%
3554,2025-08-25,Katharine Davis,80,1,1.25%,12,15.00%,6,0,0%,1,16.67%,7,0,0%,1,14.29%,13,1,7.69%,5,38.46%,54,0,0%,5,9.26%
3555,2025-08-25,Jonathan Sheppard,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,1,100.00%
3556,2025-08-25,Ed Bethell,590,92,15.59%,226,38.31%,187,24,12.83%,75,40.11%,402,68,16.92%,151,37.56%,0,0,0%,0,0%,1,0,0%,0,0%
3557,2025-08-25,Alex French,99,10,10.10%,30,30.30%,60,6,10.00%,18,30.00%,39,4,10.26%,12,30.77%,0,0,0%,0,0%,0,0,0%,0,0%
3558,2025-08-25,Andy Irvine,336,22,6.55%,107,31.85%,4,0,0%,0,0%,18,0,0%,2,11.11%,100,7,7.00%,32,32.00%,214,15,7.01%,73,34.11%
3559,2025-08-25,Keri Brion,12,2,16.67%,6,50.00%,0,0,0%,0,0%,2,1,50.00%,1,50.00%,0,0,0%,0,0%,10,1,10.00%,5,50.00%
3560,2025-08-25,J P Flavin,290,23,7.93%,38,13.10%,6,1,16.67%,0,0%,21,0,0%,5,23.81%,74,8,10.81%,17,22.97%,189,14,7.41%,16,8.47%
3561,2025-08-25,Mrs Melanie Rowley,341,40,11.73%,134,39.30%,0,0,0%,0,0%,66,6,9.09%,23,34.85%,85,16,18.82%,27,31.76%,190,18,9.47%,84,44.21%
3562,2025-08-25,Mrs Lucy Smith,14,2,14.29%,9,64.29%,0,0,0%,0,0%,0,0,0%,0,0%,14,2,14.29%,9,64.29%,0,0,0%,0,0%
3563,2025-08-25,D Brooke,459,31,6.75%,104,22.66%,101,5,4.95%,30,29.70%,169,12,7.10%,37,21.89%,68,8,11.76%,17,25.00%,121,6,4.96%,20,16.53%
3564,2025-08-25,J Bedi,245,10,4.08%,38,15.51%,40,2,5.00%,4,10.00%,57,0,0%,5,8.77%,29,0,0%,4,13.79%,119,8,6.72%,25,21.01%
3565,2025-08-25,B Gibbs,29,9,31.03%,10,34.48%,0,0,0%,0,0%,3,1,33.33%,2,66.67%,26,8,30.77%,8,30.77%,0,0,0%,0,0%
3566,2025-08-25,G J Barber,8,0,0%,3,37.50%,0,0,0%,0,0%,0,0,0%,0,0%,8,0,0%,3,37.50%,0,0,0%,0,0%
3567,2025-08-25,Finbar Mulrine,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3568,2025-08-25,W Biddick,15,6,40.00%,7,46.67%,0,0,0%,0,0%,1,0,0%,1,100.00%,14,6,42.86%,6,42.86%,0,0,0%,0,0%
3569,2025-08-25,B Harding,3,0,0%,3,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,3,100.00%,0,0,0%,0,0%
3570,2025-08-25,Miss L Walsh,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
3571,2025-08-25,Andrew Barker,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
3572,2025-08-25,R Hayton,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
3573,2025-08-25,A Sowray,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
3574,2025-08-25,Hannah Mcmahon,47,0,0%,1,2.13%,0,0,0%,0,0%,1,0,0%,0,0%,5,0,0%,0,0%,41,0,0%,1,2.44%
3575,2025-08-25,S Loxton,44,8,18.18%,12,27.27%,0,0,0%,0,0%,0,0,0%,0,0%,44,8,18.18%,12,27.27%,0,0,0%,0,0%
3576,2025-08-25,Miss H Clarke,4,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
3577,2025-08-25,Miss E Yardley,2,0,0%,2,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,2,100.00%,0,0,0%,0,0%
3578,2025-08-25,Miss H Jones,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
