Trainer_ID,UptoDate,Name,Total_races,Wins,Percentage_wins,Placed,Percentage_placed,Flat_AW_races,Flat_AW_wins,Flat_AW_rate,Flat_AW_placed,Flat_AW_placed_rate,Flat_Turf_races,Flat_Turf_wins,Flat_Turf_rate,Flat_Turf_placed,Flat_Turf_placed_rate,Chase_races,Chase_wins,Chase_rate,Chase_placed,Chase_placed_rate,Hurdle_races,Hurdle_wins,Hurdle_rate,Hurdle_placed,Hurdle_placed_rate
1139,2025-08-25,M C Connell,111,2,1.80%,12,10.81%,45,2,4.44%,6,13.33%,59,0,0%,6,10.17%,0,0,0%,0,0%,7,0,0%,0,0%
1140,2025-08-25,Miss B A K Murphy,57,2,3.51%,10,17.54%,0,0,0%,0,0%,5,0,0%,1,20.00%,38,2,5.26%,8,21.05%,14,0,0%,1,7.14%
1141,2025-08-25,J Morrison,492,31,6.30%,91,18.50%,19,2,10.53%,4,21.05%,98,5,5.10%,20,20.41%,97,5,5.15%,16,16.49%,278,19,6.83%,51,18.35%
1142,2025-08-25,Mrs P Gore-Cogan,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1143,2025-08-25,Michael O'connor,85,7,8.24%,21,24.71%,0,0,0%,0,0%,23,3,13.04%,5,21.74%,24,3,12.50%,9,37.50%,38,1,2.63%,7,18.42%
1144,2025-08-25,A Wilson,174,8,4.60%,42,24.14%,1,0,0%,1,100.00%,4,0,0%,1,25.00%,34,7,20.59%,10,29.41%,135,1,0.74%,30,22.22%
1145,2025-08-25,Miss E J Baker,453,39,8.61%,130,28.70%,14,2,14.29%,4,28.57%,36,1,2.78%,9,25.00%,182,30,16.48%,62,34.07%,221,6,2.71%,55,24.89%
1146,2025-08-25,C Hewitt,15,0,0%,3,20.00%,0,0,0%,0,0%,6,0,0%,2,33.33%,0,0,0%,0,0%,9,0,0%,1,11.11%
1147,2025-08-25,S G O'Donnell,281,12,4.27%,35,12.46%,57,5,8.77%,7,12.28%,194,7,3.61%,25,12.89%,0,0,0%,0,0%,30,0,0%,3,10.00%
1148,2025-08-25,Thomas Shaw,97,2,2.06%,24,24.74%,8,0,0%,2,25.00%,21,1,4.76%,5,23.81%,28,0,0%,12,42.86%,40,1,2.50%,5,12.50%
1149,2025-08-25,S A Hughes,60,1,1.67%,11,18.33%,0,0,0%,0,0%,7,0,0%,1,14.29%,1,0,0%,0,0%,52,1,1.92%,10,19.23%
1150,2025-08-25,R Shiels,83,7,8.43%,33,39.76%,0,0,0%,0,0%,3,0,0%,1,33.33%,28,3,10.71%,14,50.00%,52,4,7.69%,18,34.62%
1151,2025-08-25,J R Bewley,64,5,7.81%,25,39.06%,0,0,0%,0,0%,14,2,14.29%,2,14.29%,14,1,7.14%,7,50.00%,36,2,5.56%,16,44.44%
1152,2025-08-25,D M Fogarty,30,2,6.67%,3,10.00%,0,0,0%,0,0%,12,0,0%,1,8.33%,1,0,0%,0,0%,17,2,11.76%,2,11.76%
1153,2025-08-25,M S Saunders,1259,137,10.88%,467,37.09%,222,16,7.21%,67,30.18%,1036,121,11.68%,400,38.61%,1,0,0%,0,0%,0,0,0%,0,0%
1154,2025-08-25,I A Brown,23,1,4.35%,5,21.74%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,22,1,4.55%,5,22.73%
1155,2025-08-25,Mrs Elaine Smith,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1156,2025-08-25,Miss Maria D Myco,5,1,20.00%,1,20.00%,0,0,0%,0,0%,0,0,0%,0,0%,5,1,20.00%,1,20.00%,0,0,0%,0,0%
1157,2025-08-25,Mrs Sarah L Dent,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
1158,2025-08-25,Mrs Lynne Ward,3,0,0%,1,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,1,33.33%,0,0,0%,0,0%
1159,2025-08-25,C Storey,7,1,14.29%,1,14.29%,0,0,0%,0,0%,0,0,0%,0,0%,7,1,14.29%,1,14.29%,0,0,0%,0,0%
1160,2025-08-25,S J Robinson,13,0,0%,3,23.08%,0,0,0%,0,0%,0,0,0%,0,0%,13,0,0%,3,23.08%,0,0,0%,0,0%
1161,2025-08-25,J Llewellyn,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1162,2025-08-25,C Brader,2,0,0%,1,50.00%,0,0,0%,0,0%,1,0,0%,0,0%,1,0,0%,1,100.00%,0,0,0%,0,0%
1163,2025-08-25,Mrs P M Robinson,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1164,2025-08-25,Mrs T Corrigan-Clark,4,0,0%,2,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,2,50.00%,0,0,0%,0,0%
1165,2025-08-25,A Shaw,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1166,2025-08-25,P McCreery,518,11,2.12%,83,16.02%,75,1,1.33%,10,13.33%,226,5,2.21%,34,15.04%,43,2,4.65%,17,39.53%,174,3,1.72%,22,12.64%
1167,2025-08-25,P Budds,2,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1168,2025-08-25,D McNamara,248,12,4.84%,43,17.34%,4,0,0%,0,0%,22,0,0%,3,13.64%,72,9,12.50%,16,22.22%,150,3,2.00%,24,16.00%
1169,2025-08-25,K Prendergast,2177,201,9.23%,701,32.20%,317,37,11.67%,93,29.34%,1818,159,8.75%,593,32.62%,0,0,0%,0,0%,42,5,11.90%,15,35.71%
1170,2025-08-25,Mrs J M Walton,402,22,5.47%,113,28.11%,5,0,0%,0,0%,26,0,0%,2,7.69%,199,19,9.55%,75,37.69%,172,3,1.74%,36,20.93%
1171,2025-08-25,D Carr,24,0,0%,4,16.67%,0,0,0%,0,0%,4,0,0%,2,50.00%,5,0,0%,1,20.00%,15,0,0%,1,6.67%
1172,2025-08-25,J C Haynes,372,24,6.45%,87,23.39%,2,0,0%,0,0%,23,0,0%,1,4.35%,82,6,7.32%,25,30.49%,265,18,6.79%,61,23.02%
1173,2025-08-25,S J Coady,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1174,2025-08-25,Mrs Sue Popham,14,1,7.14%,7,50.00%,0,0,0%,0,0%,0,0,0%,0,0%,14,1,7.14%,7,50.00%,0,0,0%,0,0%
1175,2025-08-25,Mrs Pauline Geering,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
1176,2025-08-25,I Heaney,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1177,2025-08-25,A Campbell,32,2,6.25%,5,15.63%,0,0,0%,0,0%,0,0,0%,0,0%,32,2,6.25%,5,15.63%,0,0,0%,0,0%
1178,2025-08-25,D Murphy,71,1,1.41%,10,14.08%,25,0,0%,6,24.00%,45,1,2.22%,4,8.89%,1,0,0%,0,0%,0,0,0%,0,0%
1179,2025-08-25,S Roche,57,4,7.02%,9,15.79%,0,0,0%,0,0%,3,0,0%,1,33.33%,21,1,4.76%,3,14.29%,33,3,9.09%,5,15.15%
1180,2025-08-25,Mrs M Danagher,151,5,3.31%,16,10.60%,4,0,0%,0,0%,36,1,2.78%,7,19.44%,24,1,4.17%,5,20.83%,87,3,3.45%,4,4.60%
1181,2025-08-25,S G Walsh,128,2,1.56%,20,15.63%,0,0,0%,0,0%,12,1,8.33%,1,8.33%,30,0,0%,8,26.67%,86,1,1.16%,11,12.79%
1182,2025-08-25,M J Grassick,140,10,7.14%,25,17.86%,29,5,17.24%,8,27.59%,92,2,2.17%,14,15.22%,0,0,0%,0,0%,19,3,15.79%,3,15.79%
1183,2025-08-25,A M Crow,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1184,2025-08-25,F O'Brien,5672,930,16.40%,2144,37.80%,120,8,6.67%,34,28.33%,870,141,16.21%,370,42.53%,1540,256,16.62%,548,35.58%,3142,525,16.71%,1192,37.94%
1185,2025-08-25,Mrs C H Covell,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
1186,2025-08-25,G T H Bailey,39,6,15.38%,22,56.41%,0,0,0%,0,0%,0,0,0%,0,0%,39,6,15.38%,22,56.41%,0,0,0%,0,0%
1187,2025-08-25,G J Tarry,5,1,20.00%,2,40.00%,0,0,0%,0,0%,0,0,0%,0,0%,5,1,20.00%,2,40.00%,0,0,0%,0,0%
1188,2025-08-25,S Bowden,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
1189,2025-08-25,G Chambers,18,0,0%,4,22.22%,0,0,0%,0,0%,0,0,0%,0,0%,18,0,0%,4,22.22%,0,0,0%,0,0%
1190,2025-08-25,J P Owen,37,3,8.11%,14,37.84%,0,0,0%,0,0%,0,0,0%,0,0%,37,3,8.11%,14,37.84%,0,0,0%,0,0%
1191,2025-08-25,Miss Helen Herrick,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1192,2025-08-25,Miss N L Elliott,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
1193,2025-08-25,P Winks,579,41,7.08%,180,31.09%,27,1,3.70%,2,7.41%,68,3,4.41%,6,8.82%,206,21,10.19%,63,30.58%,278,16,5.76%,109,39.21%
1194,2025-08-25,P S Payne,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1195,2025-08-25,Mrs E Mitchell,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1196,2025-08-25,Matthew Smith,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1197,2025-08-25,Mrs C M Mulhall,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1198,2025-08-25,C W Mitchell,4,0,0%,1,25.00%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,1,25.00%
1199,2025-08-25,R J King,15,1,6.67%,2,13.33%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,14,1,7.14%,2,14.29%
1200,2025-08-25,J S Bolger,6624,707,10.67%,2214,33.42%,683,92,13.47%,212,31.04%,5921,614,10.37%,1998,33.74%,0,0,0%,0,0%,20,1,5.00%,4,20.00%
1201,2025-08-25,K J Condon,2169,204,9.41%,769,35.45%,264,18,6.82%,94,35.61%,1830,176,9.62%,646,35.30%,13,1,7.69%,4,30.77%,62,9,14.52%,25,40.32%
1202,2025-08-25,D P Quinn,854,52,6.09%,194,22.72%,443,23,5.19%,103,23.25%,260,16,6.15%,55,21.15%,4,0,0%,2,50.00%,147,13,8.84%,34,23.13%
1203,2025-08-25,M J Browne,387,24,6.20%,101,26.10%,183,13,7.10%,59,32.24%,202,11,5.45%,42,20.79%,0,0,0%,0,0%,2,0,0%,0,0%
1204,2025-08-25,S Harley,32,3,9.38%,8,25.00%,15,2,13.33%,4,26.67%,17,1,5.88%,4,23.53%,0,0,0%,0,0%,0,0,0%,0,0%
1205,2025-08-25,H Rogers,1725,116,6.72%,413,23.94%,210,12,5.71%,36,17.14%,1260,85,6.75%,309,24.52%,23,2,8.70%,9,39.13%,232,17,7.33%,59,25.43%
1206,2025-08-25,Miss J Weston,18,2,11.11%,1,5.56%,0,0,0%,0,0%,5,0,0%,1,20.00%,4,0,0%,0,0%,9,2,22.22%,0,0%
1207,2025-08-25,Mrs P Ford,90,1,1.11%,20,22.22%,9,0,0%,0,0%,57,1,1.75%,18,31.58%,8,0,0%,1,12.50%,16,0,0%,1,6.25%
1208,2025-08-25,B Scriven,22,1,4.55%,1,4.55%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,21,1,4.76%,1,4.76%
1209,2025-08-25,Anthony Cosgriff,13,2,15.38%,2,15.38%,0,0,0%,0,0%,0,0,0%,0,0%,7,2,28.57%,2,28.57%,6,0,0%,0,0%
1210,2025-08-25,Mrs Fiona Shaw,205,9,4.39%,52,25.37%,3,0,0%,0,0%,33,0,0%,3,9.09%,47,3,6.38%,15,31.91%,122,6,4.92%,34,27.87%
1211,2025-08-25,P G Kelly,637,35,5.49%,170,26.69%,0,0,0%,0,0%,93,3,3.23%,19,20.43%,130,5,3.85%,36,27.69%,414,27,6.52%,115,27.78%
1212,2025-08-25,Mrs H Lee,116,5,4.31%,23,19.83%,0,0,0%,0,0%,14,2,14.29%,5,35.71%,34,1,2.94%,9,26.47%,68,2,2.94%,9,13.24%
1213,2025-08-25,Mrs M C O'Connor,64,0,0%,6,9.38%,0,0,0%,0,0%,19,0,0%,2,10.53%,2,0,0%,0,0%,43,0,0%,4,9.30%
1214,2025-08-25,D W O'Connor,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1215,2025-08-25,J Long,84,6,7.14%,11,13.10%,0,0,0%,0,0%,16,1,6.25%,2,12.50%,7,2,28.57%,0,0%,61,3,4.92%,9,14.75%
1216,2025-08-25,Thomas James,156,6,3.85%,35,22.44%,4,0,0%,0,0%,68,1,1.47%,14,20.59%,14,0,0%,4,28.57%,70,5,7.14%,17,24.29%
1217,2025-08-25,M P Fitzgerald,172,10,5.81%,30,17.44%,2,0,0%,0,0%,62,3,4.84%,13,20.97%,37,3,8.11%,6,16.22%,71,4,5.63%,11,15.49%
1218,2025-08-25,P W Middleton,487,63,12.94%,173,35.52%,11,0,0%,0,0%,30,2,6.67%,8,26.67%,110,20,18.18%,38,34.55%,336,41,12.20%,127,37.80%
1219,2025-08-25,Miss L V Davis,31,1,3.23%,9,29.03%,0,0,0%,0,0%,1,0,0%,0,0%,3,0,0%,2,66.67%,27,1,3.70%,7,25.93%
1220,2025-08-25,Mrs Linda Cannon,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1221,2025-08-25,Miss C L Wills,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%
1222,2025-08-25,Richard Mathias,3,0,0%,1,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,1,33.33%,0,0,0%,0,0%
1223,2025-08-25,P J F Hassett,51,4,7.84%,8,15.69%,0,0,0%,0,0%,7,0,0%,1,14.29%,10,0,0%,1,10.00%,34,4,11.76%,6,17.65%
1224,2025-08-25,C Flannery,5,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,4,0,0%,0,0%
1225,2025-08-25,R A Cotter,36,4,11.11%,7,19.44%,0,0,0%,0,0%,1,0,0%,0,0%,13,1,7.69%,5,38.46%,22,3,13.64%,2,9.09%
1226,2025-08-25,D Brennan,1,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1227,2025-08-25,N McKnight,272,13,4.78%,59,21.69%,7,1,14.29%,0,0%,34,1,2.94%,5,14.71%,48,5,10.42%,14,29.17%,183,6,3.28%,40,21.86%
1228,2025-08-25,F G Hand,159,11,6.92%,32,20.13%,12,0,0%,1,8.33%,73,5,6.85%,12,16.44%,10,1,10.00%,2,20.00%,64,5,7.81%,17,26.56%
1229,2025-08-25,Andrew Jackson,6,0,0%,1,16.67%,0,0,0%,0,0%,0,0,0%,0,0%,6,0,0%,1,16.67%,0,0,0%,0,0%
1230,2025-08-25,T Bennett,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1231,2025-08-25,S J Graham,1,0,0%,1,100.00%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,1,100.00%,0,0,0%,0,0%
1232,2025-08-25,J K Price,21,4,19.05%,3,14.29%,0,0,0%,0,0%,0,0,0%,0,0%,5,1,20.00%,1,20.00%,16,3,18.75%,2,12.50%
1233,2025-08-25,J A Pickering,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1234,2025-08-25,Miss Sarah Robinson,107,0,0%,7,6.54%,0,0,0%,0,0%,7,0,0%,1,14.29%,34,0,0%,4,11.76%,66,0,0%,2,3.03%
1235,2025-08-25,N G Ayliffe,92,1,1.09%,13,14.13%,0,0,0%,0,0%,9,0,0%,0,0%,2,0,0%,0,0%,81,1,1.23%,13,16.05%
1236,2025-08-25,Mrs K Fanshawe,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%,0,0,0%,0,0%
1237,2025-08-25,Miss Polly Gundry,750,46,6.13%,211,28.13%,37,2,5.41%,9,24.32%,74,3,4.05%,11,14.86%,265,24,9.06%,108,40.75%,374,17,4.55%,83,22.19%
1238,2025-08-25,Miss G G Haywood,164,9,5.49%,41,25.00%,0,0,0%,0,0%,9,0,0%,5,55.56%,26,1,3.85%,7,26.92%,129,8,6.20%,29,22.48%
1239,2025-08-25,M McGrath,242,15,6.20%,44,18.18%,163,10,6.13%,31,19.02%,59,3,5.08%,9,15.25%,6,0,0%,0,0%,14,2,14.29%,4,28.57%
1240,2025-08-25,S Thornton,13,1,7.69%,1,7.69%,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,11,1,9.09%,1,9.09%
1241,2025-08-25,Mrs S Dawson,541,18,3.33%,77,14.23%,85,2,2.35%,9,10.59%,255,12,4.71%,41,16.08%,38,1,2.63%,8,21.05%,163,3,1.84%,19,11.66%
1242,2025-08-25,J Clements,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1243,2025-08-25,T McGivern,51,0,0%,7,13.73%,20,0,0%,0,0%,23,0,0%,6,26.09%,4,0,0%,1,25.00%,4,0,0%,0,0%
1244,2025-08-25,S Wilson,174,4,2.30%,26,14.94%,10,0,0%,0,0%,22,0,0%,4,18.18%,39,0,0%,10,25.64%,103,4,3.88%,12,11.65%
1245,2025-08-25,A Sexton,240,6,2.50%,14,5.83%,29,1,3.45%,1,3.45%,77,1,1.30%,5,6.49%,10,0,0%,0,0%,124,4,3.23%,8,6.45%
1246,2025-08-25,D Queally,1116,128,11.47%,328,29.39%,3,0,0%,0,0%,158,21,13.29%,58,36.71%,155,22,14.19%,52,33.55%,800,85,10.63%,218,27.25%
1247,2025-08-25,K P Egan,94,0,0%,8,8.51%,1,0,0%,0,0%,36,0,0%,4,11.11%,6,0,0%,0,0%,51,0,0%,4,7.84%
1248,2025-08-25,D A Kiely,88,2,2.27%,23,26.14%,0,0,0%,0,0%,34,2,5.88%,11,32.35%,5,0,0%,2,40.00%,49,0,0%,10,20.41%
1249,2025-08-25,J A Hellens,15,1,6.67%,2,13.33%,0,0,0%,0,0%,2,0,0%,0,0%,6,1,16.67%,1,16.67%,7,0,0%,1,14.29%
1250,2025-08-25,A Kirtley,60,3,5.00%,2,3.33%,12,0,0%,0,0%,41,3,7.32%,2,4.88%,1,0,0%,0,0%,6,0,0%,0,0%
1251,2025-08-25,M A Allen,6,0,0%,0,0%,4,0,0%,0,0%,2,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1252,2025-08-25,Mrs J E Mulhern,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1253,2025-08-25,M J Tuckey,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1254,2025-08-25,Mrs P Curling,3,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,0,0%,0,0%
1255,2025-08-25,C St V Fox,3,1,33.33%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,3,1,33.33%,0,0%,0,0,0%,0,0%
1256,2025-08-25,Mrs Peter Shaw,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1257,2025-08-25,Mrs Sue Wilson,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1258,2025-08-25,Mrs C A Coward,48,4,8.33%,14,29.17%,0,0,0%,0,0%,3,0,0%,0,0%,45,4,8.89%,14,31.11%,0,0,0%,0,0%
1259,2025-08-25,Mrs C C Scott,8,2,25.00%,2,25.00%,0,0,0%,0,0%,0,0,0%,0,0%,8,2,25.00%,2,25.00%,0,0,0%,0,0%
1260,2025-08-25,Mrs P Twinn,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1261,2025-08-25,D J Harding-Jones,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1262,2025-08-25,J E Hammond,8,0,0%,2,25.00%,0,0,0%,0,0%,8,0,0%,2,25.00%,0,0,0%,0,0%,0,0,0%,0,0%
1263,2025-08-25,James H Black,80,2,2.50%,2,2.50%,0,0,0%,0,0%,9,0,0%,1,11.11%,22,2,9.09%,0,0%,49,0,0%,1,2.04%
1264,2025-08-25,M McCullagh,167,11,6.59%,34,20.36%,22,2,9.09%,3,13.64%,41,3,7.32%,6,14.63%,4,0,0%,1,25.00%,100,6,6.00%,24,24.00%
1265,2025-08-25,J A Codd,6,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,6,0,0%,0,0%
1266,2025-08-25,N Stokes,125,7,5.60%,30,24.00%,6,0,0%,1,16.67%,57,6,10.53%,11,19.30%,0,0,0%,0,0%,61,1,1.64%,18,29.51%
1267,2025-08-25,T Donohue,99,6,6.06%,19,19.19%,0,0,0%,0,0%,11,0,0%,1,9.09%,7,0,0%,3,42.86%,81,6,7.41%,15,18.52%
1268,2025-08-25,M J O'Connor,96,10,10.42%,14,14.58%,4,0,0%,0,0%,19,2,10.53%,1,5.26%,6,1,16.67%,2,33.33%,67,7,10.45%,11,16.42%
1269,2025-08-25,Patrick Joseph Goodwin,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1270,2025-08-25,G Wareham,4,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,0,0%
1271,2025-08-25,P W Mason,17,3,17.65%,4,23.53%,0,0,0%,0,0%,1,0,0%,0,0%,16,3,18.75%,4,25.00%,0,0,0%,0,0%
1272,2025-08-25,P M Bryant,2,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1273,2025-08-25,Mrs Harris,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1274,2025-08-25,Miss J Plessis,482,38,7.88%,164,34.02%,0,0,0%,0,0%,29,2,6.90%,3,10.34%,208,21,10.10%,83,39.90%,245,15,6.12%,78,31.84%
1275,2025-08-25,Mrs A Holland,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1276,2025-08-25,Miss C Newman,7,1,14.29%,4,57.14%,0,0,0%,0,0%,0,0,0%,0,0%,7,1,14.29%,4,57.14%,0,0,0%,0,0%
1277,2025-08-25,Mrs L Parkhill,9,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,0,0%,2,0,0%,0,0%,3,0,0%,0,0%
1278,2025-08-25,John Rice,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1279,2025-08-25,P M J Doyle,343,42,12.24%,135,39.36%,2,0,0%,0,0%,117,13,11.11%,44,37.61%,66,10,15.15%,29,43.94%,157,18,11.46%,62,39.49%
1280,2025-08-25,Mrs M Buttimer,17,1,5.88%,1,5.88%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%,16,1,6.25%,1,6.25%
1281,2025-08-25,P M Mooney,29,0,0%,2,6.90%,6,0,0%,2,33.33%,10,0,0%,0,0%,2,0,0%,0,0%,11,0,0%,0,0%
1282,2025-08-25,M Fitzgerald,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1283,2025-08-25,A P O'Brien,9685,1984,20.49%,3663,37.82%,750,174,23.20%,272,36.27%,8727,1772,20.30%,3305,37.87%,41,4,9.76%,14,34.15%,167,34,20.36%,72,43.11%
1284,2025-08-25,D Wachman,1541,198,12.85%,585,37.96%,213,33,15.49%,81,38.03%,1315,162,12.32%,497,37.79%,4,1,25.00%,3,75.00%,9,2,22.22%,4,44.44%
1285,2025-08-25,R Roberts,163,18,11.04%,43,26.38%,55,11,20.00%,17,30.91%,107,7,6.54%,26,24.30%,0,0,0%,0,0%,1,0,0%,0,0%
1286,2025-08-25,J M Oxx,1703,214,12.57%,626,36.76%,176,13,7.39%,65,36.93%,1527,201,13.16%,561,36.74%,0,0,0%,0,0%,0,0,0%,0,0%
1287,2025-08-25,Mrs P M Shirley-beavan,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1288,2025-08-25,Miss V Renwick,7,0,0%,2,28.57%,0,0,0%,0,0%,0,0,0%,0,0%,7,0,0%,2,28.57%,0,0,0%,0,0%
1289,2025-08-25,Mark Hughes,30,8,26.67%,10,33.33%,0,0,0%,0,0%,0,0,0%,0,0%,30,8,26.67%,10,33.33%,0,0,0%,0,0%
1290,2025-08-25,Miss S Robertson,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1291,2025-08-25,R D Coupland,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1292,2025-08-25,Miss S M Taylor,5,1,20.00%,2,40.00%,0,0,0%,0,0%,0,0,0%,0,0%,5,1,20.00%,2,40.00%,0,0,0%,0,0%
1293,2025-08-25,P Hall,4,0,0%,1,25.00%,0,0,0%,0,0%,0,0,0%,0,0%,4,0,0%,1,25.00%,0,0,0%,0,0%
1294,2025-08-25,M E Arthers,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
1295,2025-08-25,D J Kemp,77,19,24.68%,25,32.47%,0,0,0%,0,0%,1,0,0%,0,0%,76,19,25.00%,25,32.89%,0,0,0%,0,0%
1296,2025-08-25,Miss White,1,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,1,0,0%,0,0%,0,0,0%,0,0%
1297,2025-08-25,M Beck,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%,0,0,0%,0,0%
